code,beta,se,pval,abs_40_M,abs_40_F,abs_50_M,abs_50_F,abs_60_M,abs_60_F,abs_40_MD,abs_40_FD,abs_50_MD,abs_50_FD,abs_60_MD,abs_60_FD,abs_40_MU,abs_40_FU,abs_50_MU,abs_50_FU,abs_60_MU,abs_60_FU,RR
B59,4.74078526227064,0.258491448415758,<2e-16,72.8% [47.3%-86%],51.8% [30.2%-66.7%],95.6% [78.4%-99.1%],82.5% [57.7%-92.7%],99.9% [97.4%-100%],98.4% [87.1%-99.8%],0.473438383794294,0.301793593787673,0.784472517755981,0.57660652504294,0.97428839487894,0.871249825558638,0.859849021299473,0.666845320611718,0.990815414590486,0.927459089198533,0.999986408320106,0.998105265355562,114.52 [69-190.08]
C01,2.63817144111972,0.223898876589427,<2e-16,14.7% [8.5%-20.5%],8.5% [4.9%-12.1%],31.6% [19.2%-42.1%],19.2% [11.3%-26.4%],59.6% [39.9%-72.9%],39.9% [24.8%-52%],0.085218228703335,0.0486735171801738,0.191946319076676,0.112529638034609,0.398535273140744,0.247781567813012,0.204545616524815,0.120600334253598,0.420928497007005,0.264225047451094,0.729063492549186,0.519747650452299,13.99 [9.02-21.69]
C02,2.5045703529079,0.218485314346691,<2e-16,13% [7.6%-18%],7.5% [4.4%-10.6%],28.3% [17.3%-37.8%],17% [10.1%-23.4%],54.8% [36.4%-67.8%],35.9% [22.4%-47.1%],0.0763345471447017,0.0435085802554851,0.173028610793136,0.100949996973518,0.36437035492713,0.22414007207215,0.180343064162375,0.105639226113459,0.377764449786372,0.233840911802339,0.678019774446315,0.470746937875377,12.24 [7.98-18.78]
C06,3.13429447875456,0.301711372233965,<2e-16,23% [10.1%-34%],13.6% [5.8%-20.8%],46.4% [22.5%-63%],29.5% [13.3%-42.7%],77.5% [45.6%-90.7%],56.6% [28.9%-73.6%],0.101108055040479,0.0579339092707625,0.225153331437792,0.133074712145916,0.455851160187888,0.288668564215586,0.340402835247258,0.208160367560431,0.629632624405378,0.427142752787111,0.906777126919475,0.735767725030747,22.97 [12.72-41.5]
C09,2.28859226147499,0.242791058788772,<2e-16,10.6% [5.7%-15.2%],6.1% [3.2%-8.9%],23.5% [13.1%-32.6%],13.9% [7.6%-19.9%],47.3% [28.5%-61.1%],30.2% [17.1%-41.2%],0.0569822381567712,0.0323253556677827,0.130973476308824,0.0756023867287013,0.284565062217267,0.170968874354109,0.152495302902296,0.0887000393579043,0.326420632004089,0.198952149401811,0.611214081807907,0.411623355096987,9.86 [6.13-15.87]
C10,3.68365912670288,0.242800666020962,<2e-16,36.4% [21.1%-48.7%],22.4% [12.4%-31.3%],66.1% [43.2%-79.7%],45.5% [27.2%-59.1%],92.4% [74.1%-97.8%],76.5% [53.1%-88.2%],0.210773716505779,0.124169900186957,0.432424110611975,0.271817182725593,0.741039481975175,0.530729921356601,0.487031499042629,0.312541762410233,0.796982465895491,0.591460400838874,0.977909924673492,0.882414328544469,39.79 [24.72-64.04]
C12,4.03586143662754,0.301954239465544,<2e-16,47.5% [23.1%-64.1%],30.3% [13.7%-43.8%],78.5% [46.6%-91.3%],57.8% [29.6%-74.7%],97.5% [77.6%-99.7%],87.3% [56.7%-96.2%],0.230672129308746,0.136510721976025,0.466160531919041,0.296193570303887,0.776318627230196,0.567397390619377,0.641498920231583,0.437840959612938,0.913489194578834,0.746969008917863,0.99710316673986,0.96242997089253,56.59 [31.31-102.28]
C14,4.46049228698768,0.288893982140359,<2e-16,62.6% [34.7%-78.6%],42.4% [21.2%-57.8%],90.5% [63.9%-97.5%],73.2% [43.5%-87.3%],99.6% [91.2%-100%],95.7% [74.4%-99.3%],0.347018141960486,0.212329535229723,0.639280166539255,0.43500036090461,0.912122604208252,0.743711628204247,0.785884333832114,0.578184067562466,0.974859200097194,0.872918243373194,0.999850750176131,0.992805439148291,86.53 [49.12-152.43]
C15,3.87530150785958,0.058225473928507,<2e-16,41.7% [37.8%-45.3%],26.6% [23.8%-29.4%],71.9% [67.6%-75.7%],51.8% [47.5%-55.8%],95% [92.9%-96.5%],82.1% [78%-85.4%],0.37825717850743,0.238025986143569,0.675766920697955,0.474794557889103,0.929299107892663,0.780050162652871,0.452911911401968,0.293541404772034,0.757017026402636,0.557545522895976,0.964505980628044,0.854051640294235,48.2 [43-54.02]
C16,3.93247812782984,0.0644598468527117,<2e-16,43.8% [39.4%-47.8%],28% [24.8%-31.1%],74.2% [69.4%-78.3%],53.9% [49%-58.2%],95.9% [93.8%-97.3%],83.8% [79.5%-87.2%],0.393579886862546,0.247563542944708,0.694079800891992,0.489965809590183,0.938304910104329,0.794641636126435,0.478447108033547,0.310949942302774,0.782565331872128,0.582438575341244,0.972559267922487,0.872344423292028,51.03 [44.98-57.91]
C17,3.31635459910349,0.146337969974031,<2e-16,26.9% [20%-33.3%],16.1% [11.7%-20.3%],52.6% [41.3%-61.7%],34.2% [25.8%-41.7%],83.1% [71.8%-89.9%],63.2% [50.9%-72.4%],0.199779903275687,0.117478536096789,0.412857462183547,0.258098734938391,0.718466061815729,0.508607126806768,0.332501502338038,0.203218095857035,0.617422302871023,0.417277384869265,0.898590723040905,0.723749311423326,27.56 [20.69-36.71]
C18,2.73378310392487,0.0462824316889841,<2e-16,15.9% [14.5%-17.3%],9.4% [8.5%-10.3%],33.2% [30.7%-35.6%],20.5% [18.7%-22.2%],60.9% [57.3%-64.1%],41.3% [38.2%-44.2%],0.144844283472397,0.0848297947014535,0.306988151084821,0.187495865625911,0.573305472486116,0.382495154384452,0.173320395604996,0.102663391506152,0.356023157993522,0.221655031482416,0.641280069052313,0.442286997341942,15.39 [14.06-16.85]
C19,2.97403573705329,0.0908952577004148,<2e-16,19.9% [16.6%-23%],11.8% [9.7%-13.8%],40.9% [35.1%-46.2%],25.7% [21.6%-29.6%],71.4% [64.2%-77.1%],50.6% [43.9%-56.6%],0.165954154806101,0.097106927302992,0.351404730383846,0.216239264921192,0.642121204601621,0.439072595333719,0.230392057526309,0.137552858351872,0.462360042083617,0.295832701670437,0.771428060599663,0.565816906011222,19.57 [16.38-23.39]
C20,2.38269641183686,0.0793598219366679,<2e-16,11.5% [9.8%-13.2%],6.7% [5.6%-7.7%],25.2% [21.8%-28.5%],15.2% [12.9%-17.3%],49.8% [44.1%-55%],32.3% [28%-36.4%],0.0978776768335679,0.0564167669322853,0.217722511753331,0.129239913554819,0.441194890651348,0.279573213479275,0.132375383040547,0.0772510586673373,0.285317245145564,0.173238985960232,0.54978576277966,0.36366064631548,10.83 [9.27-12.66]
C21,2.63601535993821,0.204414207536627,<2e-16,14.7% [9.1%-20%],8.5% [5.2%-11.7%],31.6% [20.3%-41.2%],19.1% [11.9%-25.7%],59.5% [41.8%-71.9%],39.7% [26.2%-50.8%],0.0905736239987759,0.0517768095644187,0.203173507641278,0.119411286679468,0.418173630355387,0.261543584111957,0.199727023679698,0.117311208195601,0.412054462113232,0.2573102629997,0.718555920895598,0.508424178304414,13.96 [9.35-20.84]
C22,4.5009672921888,0.0736764739937798,<2e-16,63.9% [58%-69%],43.8% [38.7%-48.5%],91.1% [87.3%-93.7%],74.5% [68.8%-79.1%],99.7% [99.2%-99.9%],96.1% [93.6%-97.6%],0.580150109924558,0.387240242650324,0.873175362519791,0.688074697610866,0.992427295265863,0.936345681044801,0.689884759595273,0.484955037926604,0.936893001846336,0.791153525645859,0.998569771217561,0.975607436333465,90.1 [77.99-104.1]
C23,5.04529041660888,0.147996726102374,<2e-16,83% [71.4%-89.8%],62.7% [50.2%-72%],98.5% [95%-99.6%],90.5% [81.2%-95.2%],100% [99.9%-100%],99.6% [98.1%-99.9%],0.713803905201642,0.502424909439584,0.949794638006998,0.811537969919218,0.999197049196504,0.981224877575217,0.898437549298741,0.719749282019248,0.995687721632767,0.951657945128866,0.999997730215126,0.999275095843748,155.29 [116.19-207.55]
C24,4.25371359788077,0.119216689665051,<2e-16,55.1% [45.7%-62.8%],36.2% [29%-42.7%],85.1% [76.7%-90.4%],65.7% [55.9%-73.3%],98.9% [96.9%-99.6%],92.1% [85.7%-95.7%],0.457197606884764,0.290133406259174,0.76733568065603,0.558524766032828,0.968729189680349,0.856671574521711,0.628347203140463,0.42665850562611,0.904424799624088,0.732777440800516,0.996242122204881,0.956671530471656,70.37 [55.7-88.89]
