code,prevelence,h2_observed,h2_observed_se,h2_liability,h2_liability_se,h2_z,h2_p
K57,0.0203589,0.012739044,0.002497405,0.105157961,0.020615518,5.100912846,1.69e-07
K58,0.00263939,0.001870946,0.002331188,0.074131364,0.092367269,0.80257179,0.211111139
K59,0.00717381,0.001443153,0.002134461,0.025920907,0.038337702,0.676120516,0.249482066
K60,0.00467973,0.005253589,0.002237235,0.131696361,0.056082753,2.348250643,0.009430912
K61,0.00241697,-0.000124336,0.002266261,-0.00529089,0.096436833,-0.054863791,0.52187651
K62,0.0292201,0.004771961,0.002167136,0.03054456,0.013871491,2.201966667,0.013833832
K63,0.011379,0.003170736,0.002310983,0.040096594,0.029224295,1.372029447,0.085027136
K65,0.000498222,0.001161184,0.00237334,0.18429098,0.376671728,0.489261515,0.312328282
K66,0.000907476,0.000537247,0.002865097,0.051351474,0.273853385,0.187514475,0.425628638
K70,0.000676159,-0.002723772,0.002176506,-0.333569143,0.266547677,-1.251442693,0.894613495
K74,0.000492291,-0.00327431,0.002131286,-0.524995345,0.341725562,-1.536306919,0.937768438
K75,0.000504153,-0.005307641,0.002255392,-0.833922555,0.354361183,-2.353312367,0.990696502
K76,0.00105576,0.004746832,0.002220999,0.399726854,0.1870285,2.13725103,0.01628879
K80,0.0207177,0.01345979,0.002955404,0.1097274,0.024093157,4.554297376,2.63e-06
K81,0.00388495,0.000837073,0.002128433,0.024318868,0.061835843,0.393281102,0.347055937
K82,0.000557534,-0.000941471,0.002180155,-0.135782052,0.314429035,-0.431836875,0.667070012
K83,0.00144129,-0.002650156,0.002258023,-0.17228982,0.146796814,-1.173661848,0.879734751
K85,0.00239918,0.003125294,0.002400943,0.133791977,0.10278292,1.301694655,0.096510394
K86,0.000928235,0.000318144,0.002175509,0.029837647,0.204033666,0.146238844,0.441866421
K90,0.00185054,0.002485003,0.002142325,0.131494561,0.113361681,1.159955986,0.123033363
K91,0.00127521,0.00195149,0.002308346,0.140416649,0.166093753,0.845405966,0.198942107
K92,0.00680607,0.002836326,0.002440115,0.053057646,0.04564594,1.162373832,0.122541824
L02,0.00349645,-0.002743381,0.002546759,-0.086690993,0.080477727,-1.077204791,0.859305607
L03,0.00823549,0.005936933,0.002184473,0.095907274,0.035288741,2.717786767,0.003286009
L05,0.000889682,0.000394753,0.002216443,0.038363747,0.215403106,0.178102107,0.429321394
L08,0.000981616,0.000238625,0.002057738,0.021355787,0.184157376,0.115964876,0.453840189
L27,0.000222421,-0.001115161,0.002106844,-0.354059748,0.668915701,-0.529303988,0.701702705
L28,0.000231317,-0.0002275,0.002160312,-0.069816592,0.662970164,-0.105308799,0.541934609
L29,0.000557534,-0.001352608,0.002309973,-0.195077526,0.333151878,-0.585551334,0.72091147
L30,0.000640571,-0.002959248,0.002193383,-0.379373434,0.281190113,-1.349170602,0.911358912
L40,0.00101424,0.00208998,0.002392205,0.181996476,0.208314324,0.873662801,0.191150957
L43,0.000759196,0.001383861,0.002245701,0.153685276,0.249397365,0.616226544,0.268872506
L50,0.000278767,-0.002415878,0.002144066,-0.630931428,0.559945112,-1.126773704,0.870080914
L53,0.000228352,-0.00083136,0.00260859,-0.258001249,0.809540543,-0.318700838,0.62502331
L57,0.00213227,0.002962324,0.002378369,0.139594739,0.112076774,1.245527816,0.106468899
L60,0.0018713,0.001072823,0.002207794,0.056251807,0.115762228,0.485925398,0.31351003
L72,0.0148755,0.002479457,0.002351495,0.025700567,0.024374186,1.054417423,0.145845924
L73,0.000533809,-0.001304693,0.002063118,-0.19525436,0.308756721,-0.632389019,0.736433646
L81,0.000948995,-0.000900288,0.002034782,-0.082884274,0.187330492,-0.442449456,0.670918001
L82,0.00386122,0.001328875,0.002286152,0.038795571,0.066742607,0.581271436,0.280528764
L85,0.000667262,0.000236884,0.00246848,0.029337085,0.305710208,0.095963707,0.461774699
L90,0.00350831,-0.002523628,0.002356899,-0.07953107,0.074276694,-1.070740571,0.857856952
L91,0.00141459,-0.002009952,0.002164494,-0.132705978,0.142909546,-0.928601215,0.823452104
L92,0.000688021,-0.001430674,0.002326818,-0.172651351,0.280796532,-0.614862833,0.730677345
L97,0.000516016,-0.003750688,0.002137356,-0.577741308,0.3292299,-1.754826366,0.960355494
L98,0.00820584,0.002600183,0.002341694,0.042120357,0.037933094,1.110385493,0.133416473
M00,0.000501188,0.000569281,0.002109576,0.089894657,0.333121173,0.269855728,0.393635624
M05,0.000596087,0.001194153,0.001991981,0.162719442,0.271434323,0.599479979,0.274426428
M06,0.00285885,-0.00084139,0.002189351,-0.031254605,0.081326523,-0.384310111,0.649625692
M10,0.000536775,0.005144413,0.002539574,0.766269465,0.378274089,2.025699059,0.021397817
M13,0.00200772,0.001434004,0.002246558,0.070980359,0.111200205,0.638311406,0.261635494
M15,0.00182681,0.004168043,0.002122115,0.222899884,0.113487127,1.964098392,0.024759341
M16,0.0146323,0.013285432,0.0029441,0.139387887,0.030888862,4.512561378,3.2e-06
M17,0.0194544,0.014063965,0.002595172,0.119942224,0.022132502,5.419279849,2.99e-08
M18,0.0013879,0.000205817,0.002256876,0.013804945,0.151377529,0.091195471,0.463668637
M19,0.00731319,0.003737717,0.002107711,0.066145686,0.037299764,1.773354025,0.038085031
M20,0.0152669,0.007617794,0.002271729,0.077470159,0.02310265,3.353301784,0.000399268
M21,0.00112397,0.00792745,0.002355139,0.633585813,0.188229855,3.366021897,0.000381303
M22,0.000901545,-0.000614568,0.002193803,-0.059066086,0.210846149,-0.280138318,0.610314306
M23,0.0222094,0.00543137,0.002183918,0.042137521,0.016943219,2.486984376,0.006441553
M24,0.00248518,0.006438415,0.002038665,0.267856866,0.084814435,3.158151858,0.000793864
M25,0.0145552,0.005121074,0.002197264,0.053938504,0.02314302,2.330659714,0.009885655
M31,0.000516016,-0.000777675,0.002314806,-0.119790032,0.356563686,-0.335956904,0.631548318
M32,0.000192765,-0.000100744,0.002236311,-0.036217028,0.803941194,-0.04504935,0.517966013
M34,0.000151246,-0.001223819,0.002387525,-0.543483161,1.060271149,-0.512588843,0.69588052
M35,0.00039146,-0.003930928,0.001987474,-0.766647123,0.387616087,-1.977851664,0.976027278
M41,0.00029063,-0.005186271,0.00196838,-1.306618007,0.495909454,-2.634791487,0.995790551
M43,0.00100534,-0.000981209,0.002173317,-0.086076046,0.190653156,-0.451479785,0.674178104
M45,0.000352907,0.003239443,0.002235103,0.690553012,0.476457411,1.449348874,0.073620089
M46,0.000498222,0.002384851,0.00322973,0.378498651,0.512588925,0.73840583,0.230133936
M47,0.00363287,0.003594631,0.002526581,0.110169162,0.077435304,1.422725242,0.07740791
M48,0.0028974,0.001380667,0.001985266,0.050735816,0.072953205,0.69545699,0.243384478
M50,0.0015777,0.003396058,0.002113386,0.204892456,0.127505683,1.606928035,0.054035078
M51,0.00865957,0.00395665,0.002670469,0.061511746,0.041516231,1.481631266,0.069219217
M53,0.000768092,0.004440754,0.002234537,0.48835044,0.245732408,1.987326149,0.023443133
M54,0.0167853,0.009592894,0.002174467,0.091027273,0.020633583,4.411607689,5.13e-06
M60,0.000213524,-0.001532702,0.002410235,-0.504165289,0.792820166,-0.635913806,0.737583698
M62,0.000685055,0.000370855,0.002107465,0.04491784,0.255255725,0.175971921,0.430158001
M65,0.00536478,0.003424353,0.002140658,0.077097996,0.048196101,1.599672872,0.054835587
M66,0.000714711,0.000863247,0.002141306,0.100878801,0.250232505,0.403140273,0.343422517
M67,0.00529954,0.004585789,0.002133739,0.10424232,0.048503291,2.149180346,0.015810053
M70,0.00199585,0.004808209,0.00225766,0.239153044,0.112292577,2.12973154,0.016596892
M71,0.000818508,-0.001759413,0.001979609,-0.183397823,0.206350621,-0.888767973,0.812936104
M72,0.00552196,0.016022319,0.005324282,0.352671233,0.117194086,3.009292055,0.001309286
M75,0.0122984,0.003981034,0.002034825,0.047503858,0.024280636,1.956450309,0.025206065
M76,0.000516016,0.002528489,0.002183202,0.389478457,0.336291882,1.158155986,0.123400193
M77,0.0020433,0.003886243,0.002381567,0.189618348,0.1162019,1.631800758,0.051360733
M79,0.0139562,0.002210785,0.002262192,0.024018186,0.024576675,0.977275652,0.164216352
M80,0.000225386,0.000258142,0.001958571,0.081023545,0.61474071,0.131801169,0.447570781
M81,0.000854095,-0.00253914,0.002393696,-0.255371015,0.240743185,-1.060761136,0.855600766
M84,0.00215896,0.002377705,0.00220163,0.110914322,0.102700805,1.0799752,0.140076612
M85,0.000219455,-0.003059145,0.002453767,-0.982638436,0.78818294,-1.246713658,0.893748745
M86,0.000471532,0.001755436,0.002286881,0.291996097,0.380395716,0.767611423,0.221359037
M87,0.000352907,0.000738817,0.002147484,0.157493871,0.457779816,0.344038479,0.365408674
M89,0.00166667,-0.003400176,0.002078168,-0.196075528,0.119840224,-1.636141206,0.949094981
M94,0.000625743,-0.00213133,0.002253923,-0.278709677,0.294740941,-0.94560897,0.827825966
M95,0.000489325,-0.000317251,0.002120098,-0.051130038,0.341686998,-0.149639987,0.559475671
M96,0.000453738,0.00249915,0.002105984,0.42958033,0.361998755,1.186690074,0.117674946
N02,0.00099941,0.001133446,0.002216858,0.099924319,0.195437717,0.511284719,0.304575852
N05,0.000216489,0.000734449,0.002328688,0.238715254,0.756884613,0.315391871,0.376232069
N10,0.000260973,-0.003039507,0.002791825,-0.840331039,0.77185443,-1.088717,0.861860649
N12,0.00101424,-0.00244227,0.002137757,-0.212674043,0.186156876,-1.142445277,0.87336551
N13,0.00229538,0.003163146,0.002285374,0.140369615,0.1014171,1.384082321,0.083166625
N17,0.00100238,0.002429936,0.002161919,0.213692292,0.1901225,1.12397161,0.130512535
N18,0.000910442,-0.002149025,0.002183553,-0.204847972,0.208139246,-0.984187155,0.83748825
N19,0.000373667,0.005504942,0.002247942,1.117309964,0.45625324,2.448881159,0.007165036
N20,0.00719753,0.00537478,0.002211157,0.096292518,0.039614243,2.43075494,0.007533701
N21,0.000818508,-0.000647238,0.002181816,-0.067466823,0.22742825,-0.296651023,0.616633524
N23,0.00337783,0.000749806,0.002338633,0.024357559,0.075970818,0.320617309,0.374250209
N28,0.000821473,0.004192219,0.003281075,0.435661253,0.340973837,1.277697014,0.100678139
N30,0.00296264,-0.001143431,0.00217321,-0.041270793,0.078439477,-0.526148239,0.700607393
N31,0.00237249,0.002084585,0.002203488,0.090054606,0.09519128,0.946038397,0.172064501
N32,0.00815246,0.005281996,0.001970478,0.085991547,0.032079622,2.680566087,0.003674888
N34,0.00019573,0.001334112,0.002031361,0.473283429,0.72063591,0.656758041,0.255668254
N35,0.00398281,0.001075743,0.002264321,0.030640342,0.064494564,0.475084101,0.317363515
N36,0.000765127,0.001860246,0.002231421,0.205239618,0.246191171,0.833659539,0.202236432
N39,0.0211685,0.004312411,0.002189133,0.034619523,0.017574095,1.96991779,0.024423897
N40,0.00931201,0.008746277,0.002046008,0.128660629,0.030097447,4.274802096,9.57e-06
N41,0.00156584,0.000225533,0.002071641,0.013691919,0.125767528,0.108866883,0.456654037
N42,0.00123369,-0.001320073,0.002382808,-0.097632305,0.176231974,-0.553998814,0.710210171
N43,0.00173488,0.002787184,0.002476384,0.155510341,0.13816934,1.125505426,0.13018746
N45,0.00125149,-0.00388084,0.002071445,-0.283630401,0.151391151,-1.873493917,0.969499894
N47,0.00307534,0.002652141,0.002062306,0.09289265,0.072233377,1.286007289,0.099220259
N48,0.0026216,-0.002341796,0.002106945,-0.093296938,0.083940526,-1.111464772,0.866815827
N49,0.000252077,-0.000138925,0.002235525,-0.039577611,0.636868785,-0.062144059,0.524775945
N50,0.00396798,0.002988798,0.002053358,0.08538265,0.058659411,1.455566093,0.072756304
N60,0.00265718,0.003644739,0.00210559,0.143630372,0.082976232,1.730982101,0.041727478
N61,0.00075623,0.002296165,0.002157164,0.2558445,0.240356649,1.064436957,0.1435654
N62,0.00134639,-0.000773838,0.002146526,-0.053227086,0.147644926,-0.360507383,0.640766132
N63,0.00295671,0.002749851,0.002105386,0.099412983,0.076114203,1.306102912,0.095758781
N64,0.00172005,0.004234086,0.002227318,0.237912922,0.125152824,1.900979259,0.028652365
N70,0.000406288,0.000505382,0.002097846,0.095475133,0.39631846,0.240905086,0.40481434
N71,0.000260973,-0.001685235,0.0022996,-0.46591611,0.635769388,-0.732838226,0.768171448
N72,0.000839267,-0.002036571,0.002063947,-0.207863217,0.210657365,-0.986736056,0.838113975
N73,0.00148577,-0.000595346,0.002162242,-0.037743635,0.137081454,-0.275337281,0.608471438
N75,0.00141459,0.00344968,0.002241507,0.2277633,0.147994297,1.539000519,0.061902085
N76,0.000966788,-0.000729947,0.001962577,-0.066164463,0.177893389,-0.371933234,0.64502872
N80,0.00364177,0.004312933,0.002282384,0.131926024,0.069814629,1.889661611,0.029401616
N81,0.0143535,0.011301437,0.002373082,0.120263445,0.025252981,4.762346387,9.57e-07
N82,0.00024318,0.003444602,0.00250713,1.012302329,0.736797404,1.373922225,0.084732914
N83,0.00480132,0.004002574,0.002482807,0.098327158,0.060992593,1.612116359,0.053468311
N84,0.0152106,0.003017806,0.003136693,0.030773314,0.031985631,0.962098078,0.16800017
N85,0.00305754,-0.000745021,0.002472316,-0.026216826,0.086999243,-0.301345444,0.618424455
N86,0.000889682,0.000591873,0.002468574,0.057520712,0.239906269,0.239763271,0.405256891
N87,0.00274615,-0.002310641,0.002213368,-0.088664329,0.084931753,-1.043947948,0.851745264
N88,0.000937132,0.000846349,0.002242289,0.07874405,0.20862195,0.377448535,0.352920152
N89,0.00162515,-0.002447692,0.002806458,-0.144112105,0.165235112,-0.872163929,0.808440523
N90,0.002242,-0.000709972,0.002167747,-0.032115426,0.098057541,-0.327516127,0.628361226
N92,0.0204093,0.006960709,0.00264083,0.05735745,0.021760895,2.635803772,0.004196913
N93,0.00604984,5.96e-06,0.002195057,0.000122111,0.044992578,0.002714031,0.498917259
N94,0.00301009,0.002045273,0.002054137,0.072883341,0.073199207,0.995684842,0.159701649
N95,0.0144573,-0.001867909,0.002117545,-0.019772001,0.022414428,-0.882110444,0.811141458
N97,0.00173191,-0.000124171,0.002269644,-0.006937843,0.12681251,-0.054709453,0.521815031
N99,0.00107058,-0.000752221,0.002231845,-0.062610454,0.185765666,-0.337039965,0.631956613
O00,0.000593122,-0.002551469,0.001956275,-0.349146413,0.267699254,-1.304248735,0.903925606
O02,0.00272836,0.002327881,0.002080449,0.089796298,0.080251798,1.118931916,0.131584593
O03,0.00304568,0.000879944,0.002429651,0.031061661,0.085765658,0.362168986,0.358612877
O04,0.00241104,0.003407226,0.002234856,0.145278187,0.09529035,1.524584473,0.063681386
O13,0.000649468,-0.000623631,0.002016509,-0.0790208,0.255513521,-0.309262695,0.621439147
O14,0.000459669,0.002654859,0.002058812,0.451312663,0.349987661,1.289510212,0.098610384
O16,0.00095196,-0.00158203,0.002185435,-0.145268067,0.200674965,-0.72389731,0.765435609
O20,0.00190985,0.001164095,0.002232053,0.060025921,0.115094653,0.521535271,0.300996971
O21,0.000432979,-0.002323131,0.002236719,-0.415627332,0.400167451,-1.038633529,0.850512397
O23,0.000281733,-0.001166561,0.002278533,-0.301890014,0.589652798,-0.511979278,0.695667244
O24,0.000222421,-0.000232007,0.00194156,-0.073661349,0.61643879,-0.119494993,0.547558397
O26,0.00329479,-0.000122623,0.002122947,-0.004063662,0.07035361,-0.057760538,0.523030314
O32,0.00172895,0.001366209,0.002156441,0.076442229,0.120657358,0.633548015,0.263187918
O34,0.00201958,0.002035713,0.002283546,0.100279621,0.112487929,0.891470059,0.186338524
O35,0.000231317,-0.002041224,0.002058343,-0.62642359,0.631677189,-0.991683095,0.83932393
O36,0.0028974,0.002142468,0.002079102,0.078729944,0.07640143,1.030477359,0.151392988
O41,0.000231317,0.002331948,0.002335025,0.71564294,0.716587024,0.998682528,0.158974254
O42,0.00167853,0.001050297,0.002412269,0.060214246,0.138297003,0.435398054,0.331636761
O44,0.000320286,0.000289378,0.002455,0.067051075,0.568842849,0.117872756,0.45308424
O46,0.00114769,0.001427807,0.00209663,0.112145367,0.164677227,0.681001066,0.247935408
O47,0.00221531,0.001392767,0.00218058,0.063619068,0.099604961,0.638713851,0.26150455
O48,0.00120107,-0.004020057,0.002151223,-0.30402292,0.162689533,-1.868730672,0.969169853
O60,0.000441876,0.001141003,0.002444048,0.200616774,0.429724397,0.466849857,0.320303651
O62,0.000462635,3.85e-05,0.00221287,0.006502115,0.374117368,0.017379879,0.49306678
O63,0.00259491,0.001673316,0.002187418,0.067219374,0.08787154,0.764973217,0.222143747
O64,0.000557534,0.003229521,0.002082265,0.465772136,0.300311081,1.550965536,0.060454972
O66,0.000210558,-0.002751124,0.002215907,-0.916001591,0.737798104,-1.241534217,0.892795767
O68,0.00478353,-0.002068307,0.002386663,-0.050958871,0.058802509,-0.866610482,0.806922266
O69,0.000379598,0.001969163,0.002314623,0.394309396,0.463485038,0.850748921,0.197454421
O70,0.00797452,0.001349177,0.00209215,0.022339251,0.034641168,0.644875797,0.259503839
O72,0.000768092,2.6e-05,0.002147113,0.002860421,0.23611843,0.012114349,0.495167192
O73,0.000240214,-0.000423758,0.002081806,-0.125863859,0.618335049,-0.203552845,0.580648527
O75,0.000536775,0.004259331,0.001919194,0.63443492,0.285867383,2.219333014,0.013232039
O80,0.00423489,0.002673835,0.002287089,0.0725371,0.062045264,1.169099705,0.121181731
O81,0.000216489,-0.001064388,0.002164344,-0.345953958,0.703468466,-0.491783178,0.688563685
O82,0.000779955,0.001147808,0.002233796,0.124605108,0.24249901,0.513837593,0.303682771
O90,0.000240214,-0.000316262,0.002053108,-0.093935549,0.609811122,-0.154040399,0.561211059
O99,0.00142349,0.000117621,0.002241088,0.007725666,0.1472009,0.052483821,0.479071593
Q18,0.000213524,0.000486208,0.00215788,0.159932589,0.709810703,0.22531724,0.410866244
Q21,0.000685055,-0.003666148,0.002138181,-0.444043112,0.258975976,-1.714611215,0.956791734
Q28,0.000213524,0.000533745,0.00213588,0.175569402,0.702573876,0.249894577,0.401334438
Q38,0.00029063,0.001810319,0.002239901,0.456087932,0.564315808,0.808213993,0.209483702
Q82,0.00019573,-0.001780433,0.002283094,-0.631618011,0.809939733,-0.779833345,0.782255512
R00,0.00456407,-6.01e-05,0.00226073,-0.00153708,0.0578025,-0.026591922,0.510607392
R04,0.00530251,0.005242861,0.002438046,0.11912635,0.055396367,2.150436158,0.015760365
R05,0.00171709,0.003762727,0.002627375,0.211727507,0.147841572,1.4321243,0.076054126
R06,0.00785886,0.000977154,0.00221438,0.01636171,0.03707813,0.441276553,0.329506399
R07,0.0490867,0.020630437,0.002389757,0.093234103,0.010799909,8.632859864,2.99e-18
R09,0.000661331,-0.003234315,0.001889164,-0.403592681,0.2357386,-1.712034776,0.95655487
R10,0.0421205,0.015045031,0.002459075,0.075172813,0.012286817,6.118168021,4.73e-10
R11,0.00404805,0.004380129,0.002142956,0.123158318,0.06025457,2.043966429,0.020478432
R12,0.00183275,0.001564542,0.002179614,0.083446832,0.11625249,0.717806833,0.2364382
R13,0.00579776,-0.000971896,0.002041943,-0.020593199,0.04326607,-0.475966471,0.682950868
R14,0.000596087,0.005078804,0.002307523,0.69205568,0.314431229,2.200976287,0.013868851
R15,0.00165777,0.000587194,0.00190644,0.03401081,0.110422761,0.308005429,0.379039101
R17,0.000631674,0.003914375,0.002169852,0.507799951,0.281488322,1.803982301,0.035617041
R18,0.000403323,-0.002775584,0.002113425,-0.527654001,0.40177395,-1.313310634,0.905460852
R19,0.0144959,0.000658412,0.002261475,0.006955705,0.023891039,0.291142845,0.385471036
R20,0.00193951,0.001098756,0.002279868,0.055946335,0.116086,0.481938693,0.314924749
R21,0.000664296,-0.000832577,0.002045328,-0.103500181,0.254261095,-0.407062595,0.658018992
R22,0.00297747,-0.002431652,0.0021554,-0.087415455,0.077484463,-1.128167534,0.870375414
R23,0.000281733,0.003352696,0.002154222,0.867631371,0.557482983,1.556336959,0.059813994
R25,0.000424082,0.001225967,0.002317666,0.223264481,0.422076998,0.528966236,0.298414436
R26,0.000504153,-0.001132544,0.00196473,-0.177942264,0.308693211,-0.576437245,0.717840162
R29,0.00128707,-0.001186312,0.002264992,-0.084705702,0.161726176,-0.523760003,0.699777262
R30,0.000723608,0.001140208,0.002223261,0.131860013,0.257110184,0.512854105,0.30402669
R31,0.0218358,0.008250174,0.002364039,0.064783039,0.018563199,3.489863997,0.000241633
R32,0.00199585,0.002859865,0.002272449,0.142245358,0.113028173,1.258494708,0.10410645
R33,0.00422599,0.002155691,0.002285066,0.05857822,0.062093825,0.943382366,0.17274268
R35,0.0040006,0.004599444,0.002180313,0.130542327,0.061882069,2.109533976,0.017449258
R39,0.00548341,-0.001787294,0.002175284,-0.039556866,0.048143955,-0.821637249,0.794358308
R40,0.000231317,0.001717484,0.002254941,0.527072417,0.692010435,0.761653857,0.223133311
R41,0.00126335,0.001538886,0.00243836,0.111591156,0.176815808,0.631115266,0.26398258
R42,0.00298933,0.000636398,0.002013238,0.022804734,0.072142561,0.316106515,0.375960831
R47,0.000471532,-0.005223711,0.002086823,-0.868902785,0.347118486,-2.503187876,0.993845991
R49,0.00119514,0.000401882,0.002261343,0.030518375,0.171723387,0.17771822,0.429472138
R50,0.00169929,0.00448337,0.002264124,0.254448371,0.128497696,1.980178466,0.023841739
R51,0.00831853,0.003209685,0.002296047,0.051454015,0.036807614,1.397917705,0.081068891
R52,0.000625743,0.001866908,0.002393973,0.244131844,0.313054994,0.779836925,0.217743434
R53,0.00141459,-0.001208926,0.002158869,-0.079818707,0.142538185,-0.559981222,0.712253877
R54,0.000213524,0.003316681,0.002360649,1.090985279,0.776509128,1.404987063,0.080012563
R55,0.00906586,0.00499927,0.002195746,0.07505339,0.032964452,2.276797712,0.011399154
R56,0.00183868,-1.74e-05,0.002491512,-0.000923028,0.13253622,-0.006964348,0.502778351
R59,0.00202254,0.000193972,0.001998052,0.009543646,0.098306417,0.0970806,0.461331194
R60,0.000367735,0.00051022,0.00226009,0.104988048,0.465058967,0.225752121,0.410697109
R61,0.000228352,-0.001579958,0.002144921,-0.490318485,0.665646938,-0.736604432,0.769318531
R63,0.00215303,-0.000695466,0.002157045,-0.032514697,0.100847031,-0.322416006,0.62643122
R68,0.000231317,0.004346339,0.002409942,1.333831668,0.739578082,1.803503512,0.035654587
R69,0.01992,0.006372537,0.002254213,0.053431938,0.018900948,2.826944897,0.002349721
R73,0.000370701,0.001182743,0.002016604,0.241701754,0.412107142,0.586502221,0.278769035
R76,0.000296561,-0.001581069,0.002211775,-0.391452991,0.547607901,-0.71484175,0.762646583
R79,0.00438317,0.002687937,0.002301059,0.070958648,0.060745464,1.168130814,0.121377001
R86,0.000314354,0.000293867,0.002187208,0.069195631,0.51501331,0.134356976,0.446560151
R87,0.00280843,-0.002137821,0.002107459,-0.080560655,0.079416505,-1.014406956,0.844805697
R90,0.000216489,0.001274517,0.002185477,0.414251574,0.710337455,0.583175744,0.279887499
R91,0.00170819,0.002255173,0.002089188,0.127441142,0.118061238,1.079449479,0.140193702
R93,0.00187723,-0.003575351,0.002071741,-0.186982261,0.108347082,-1.725771076,0.957805697
R94,0.00147984,-0.000764857,0.002345655,-0.04865082,0.149201764,-0.326074029,0.627815827
S00,0.00142053,0.000305412,0.002107008,0.020094971,0.138633186,0.144950658,0.442374915
S01,0.00288554,-0.00131309,0.002239239,-0.048412411,0.082558638,-0.586400314,0.721196733
S02,0.0027076,0.00176252,0.002295216,0.068408913,0.089084531,0.767910123,0.221270291
S05,0.000320286,-0.001182891,0.002050709,-0.27408513,0.475165278,-0.57682062,0.717969681
S06,0.00130487,-0.001038668,0.002089812,-0.07332321,0.147527107,-0.497015168,0.690410822
S09,0.00276395,0.005506184,0.002119314,0.210184789,0.080899506,2.598097297,0.004687096
S12,0.000335114,0.001037467,0.002144029,0.231210753,0.477820262,0.483886455,0.314233227
S13,0.000207593,0.001040849,0.002566834,0.350849425,0.865228498,0.405499155,0.34255532
S20,0.000284698,-0.001799348,0.002052502,-0.46145835,0.526381915,-0.876660723,0.809664527
S22,0.00170226,-0.000500297,0.002074811,-0.028353059,0.117584675,-0.241128861,0.595272377
S27,0.000409254,0.001361862,0.002351978,0.255681832,0.441570459,0.579028392,0.281285008
S30,0.000430013,0.002223221,0.002058414,0.400096675,0.370437609,1.080064944,0.140056631
S31,0.000183868,-0.000862319,0.002138344,-0.323003366,0.800971118,-0.403264685,0.656623241
S32,0.00161329,-0.002774816,0.001926521,-0.164361217,0.114114009,-1.440324617,0.92511221
S39,0.000370701,-0.00089552,0.002334625,-0.18300578,0.477096941,-0.383581961,0.649355844
S42,0.00299526,-0.000243519,0.002120019,-0.008712356,0.07584782,-0.114866273,0.545724441
S43,0.000602018,-0.001981867,0.00213908,-0.267797515,0.289040772,-0.926504288,0.822908015
S46,0.000249111,0.002933549,0.002380174,0.844324373,0.685053713,1.232493682,0.108882363
S51,0.000346976,0.00103286,0.001838561,0.223403998,0.397674575,0.561775913,0.287134352
S52,0.00973906,0.008441889,0.003380142,0.120032033,0.048060964,2.497495308,0.006253706
S56,0.000302492,-0.000300584,0.002188478,-0.073161497,0.5326712,-0.137348326,0.554622263
S60,0.000311389,-0.000493113,0.002162222,-0.117062954,0.513302234,-0.228058531,0.590199631
S61,0.0036477,0.004050115,0.002462369,0.123725995,0.075222314,1.644804427,0.050005075
S62,0.00346383,0.003513837,0.002259178,0.111873117,0.07192743,1.55536096,0.059930063
S63,0.000836301,0.002660049,0.002457417,0.272307936,0.251564579,1.082457385,0.139524671
S64,0.00078292,-0.000905802,0.002243321,-0.098019239,0.242755691,-0.403777305,0.656811756
S66,0.00163998,0.004474937,0.002118948,0.261505938,0.123826904,2.111866882,0.017348934
S67,0.000231317,-2.84e-06,0.0022486,-0.000872154,0.690064541,-0.001263874,0.500504212
S68,0.000753264,0.002839228,0.002311748,0.317403772,0.258435627,1.228173439,0.109690934
S69,0.000225386,0.001197737,0.002278753,0.375936095,0.71523706,0.52561048,0.299579437
S72,0.00289147,-0.000446478,0.002152302,-0.016434003,0.079222104,-0.207442142,0.582167713
S76,0.000456704,0.005630774,0.001968006,0.962507682,0.336405045,2.861157096,0.002110489
S80,0.000421116,-0.002310619,0.002421684,-0.423327069,0.443675338,-0.95413703,0.829992858
S81,0.000539741,-0.001158066,0.002056034,-0.17168957,0.304818115,-0.563252515,0.713368526
S82,0.00894724,0.003279635,0.002228244,0.049732652,0.03378927,1.471847476,0.070531035
S83,0.00118031,0.003390039,0.002212306,0.26012376,0.169754209,1.532355289,0.062717392
S86,0.00146204,0.003512123,0.002133244,0.225643141,0.137054366,1.646376895,0.049843093
S89,0.000207593,6.33e-05,0.002235489,0.021331929,0.753538961,0.028308992,0.488707854
S91,0.000275802,0.000704299,0.002229442,0.18564099,0.587641919,0.315908352,0.376036036
S92,0.0013879,0.001536594,0.002397641,0.103065384,0.160819151,0.640877554,0.26080112
S93,0.000234283,-0.000471425,0.002339568,-0.14308617,0.710102422,-0.201500749,0.579846478
T14,0.000320286,-0.000436081,0.002154718,-0.101043366,0.499265124,-0.202384186,0.580191805
T17,0.000447807,-0.001924326,0.002482444,-0.334511843,0.431531375,-0.775173862,0.780881534
T18,0.00058719,0.004380214,0.002254609,0.604528136,0.311166181,1.942782258,0.026021236
T39,0.00255339,0.003034688,0.001978111,0.123510691,0.080508397,1.534134276,0.062498311
T40,0.000533809,0.00345364,0.002139222,0.516855925,0.320146067,1.614437837,0.053216245
T42,0.00116548,0.003830812,0.002372528,0.297055308,0.183974571,1.614654169,0.053192804
T43,0.00148577,-0.002105728,0.001997942,-0.133498591,0.126665193,-1.053948508,0.854046754
T50,0.000554569,-0.001378496,0.002187981,-0.199714316,0.316991231,-0.630031043,0.735662863
T78,0.00120997,-0.002211714,0.002295304,-0.166240494,0.17252342,-0.963582182,0.832372278
